387,258,33
388,250,34
389,238,37
391,227,39
392,219,44
393,211,47
394,205,48
395,193,51
397,289,14
398,281,14
399,269,14
400,257,17
401,246,18
402,235,20
403,226,21
404,226,21
405,208,27
406,196,30
407,185,36
409,237,196
410,228,204
411,219,211
412,209,217
413,231,179
414,221,187
415,208,194
416,199,203
417,222,163
418,210,172
419,201,175
420,192,187
421,184,197
422,216,149
423,206,153
424,197,159
425,188,168
426,180,175
427,171,183
428,206,126
429,194,129
430,189,135
431,178,140
432,167,150
433,161,156
434,152,166
436,198,109
437,188,114
438,177,123
439,166,129
440,156,133
441,147,144
442,141,153
444,194,93
445,182,97
446,173,103
447,165,110
448,155,115
450,150,120
451,138,129
452,134,133
453,123,141
454,184,80
455,177,85
456,166,90
457,155,95
458,145,103
460,137,106
461,126,115
462,123,122
463,109,132
464,178,60
465,169,62
466,158,70
467,149,75
468,145,81
469,133,88
471,129,92
472,117,96
473,109,102
474,105,109
475,95,118
478,169,44
479,160,48
480,153,53
481,142,58
482,133,64
483,125,71
484,116,78
485,110,84
486,99,91
487,92,96
488,83,105
489,224,252
490,219,265
491,215,274
492,211,241
493,203,254
494,194,266
495,199,234
496,190,242
497,183,251
498,180,261
499,183,221
500,177,234
501,167,246
502,163,257
503,171,212
504,165,219
505,154,229
506,148,241
507,148,253
508,157,197
509,145,208
510,142,213
511,139,226
512,134,237
513,130,247
514,136,182
515,132,188
516,122,197
517,118,207
518,113,219
519,109,227
520,104,238
522,127,171
523,118,180
524,110,187
525,107,199
526,97,210
527,92,224
528,88,233
530,111,154
531,106,165
532,97,173
533,96,183
534,85,190
536,81,202
537,78,209
538,74,219
539,72,230
540,99,146
541,92,153
542,86,163
543,78,172
544,76,180
545,67,193
546,62,201
547,59,213
548,52,222
549,54,226
550,83,130
551,78,143
552,73,150
553,64,155
554,63,166
555,57,174
557,54,179
558,48,192
559,45,199
560,40,208
561,38,218
564,71,122
565,66,129
566,58,140
567,55,148
568,45,156
569,38,163
570,36,174
571,34,184
572,29,192
573,21,202
574,20,213
576,192,284
577,190,298
578,190,312
580,175,281
581,174,295
582,173,309
583,157,276
584,157,292
585,157,298
586,155,309
587,140,268
588,139,277
589,138,292
590,138,301
591,138,312
592,123,263
593,120,272
594,122,285
595,121,293
596,118,304
597,120,317
599,97,259
600,95,270
601,94,293
602,94,307
603,94,315
604,94,327
606,81,257
607,81,269
609,76,291
610,75,305
611,75,318
612,77,331
614,65,247
615,64,257
616,60,271
618,60,289
619,60,301
620,60,318
621,59,328
623,50,241
624,47,257
625,43,267
626,39,290
627,40,299
628,40,311
629,40,322
630,41,330
632,31,237
633,25,249
634,25,262
636,20,285
637,23,296
638,23,309
639,20,321
640,24,331
642,15,234
643,11,244
644,10,251
645,8,265
648,5,297
649,5,311
650,6,327
